4,0,0,0,0
8,0,0,0,0
12,3,0,0,0
16,3,0,0,0
20,3,0,0,0
24,4,0,0,0
28,5,0,0,0
32,5,2,0,0
36,5,4,0,0
40,5,2,0,0
44,5,2,0,0
48,5,4,0,0
52,5,2,0,0
56,5,2,0,0
60,5,2,0,0
64,5,2,0,0
68,4,0,0,0
72,4,0,0,0
76,4,2,0,0
80,4,0,0,0
84,4,0,0,0
88,5,0,0,0
92,5,0,0,0
96,5,0,0,0
100,5,0,0,0
104,5,0,0,0
108,5,0,0,0
112,5,0,0,0
116,5,0,0,0
120,5,0,0,0
124,5,0,0,0
128,5,0,0,0
132,5,0,0,0
136,5,0,0,0
140,5,0,0,0
144,5,0,0,0
148,5,0,0,0
152,5,0,0,0
156,5,0,0,0
160,5,0,0,0
164,5,0,0,0
168,5,0,0,0
172,5,0,0,0
176,5,0,0,0
180,5,0,0,0
184,5,0,0,0
188,5,0,0,0
192,5,2,0,0
196,5,2,0,0
200,5,2,0,0
204,4,0,0,0
208,4,0,0,0
212,5,0,0,0
216,6,2,0,0
220,6,2,0,0
224,5,2,0,0
228,5,0,0,0
232,4,0,0,0
236,5,0,0,0
240,5,0,0,0
244,5,0,0,0
248,5,0,0,0
252,5,0,0,0
256,5,0,0,0
260,5,0,0,0
264,4,0,0,0
268,4,0,0,0
272,4,0,0,0
276,3,0,0,0
280,3,0,0,0
284,3,0,0,0
288,3,0,0,0
292,4,0,0,0
296,4,0,0,0
300,4,0,0,0
304,4,2,0,0
308,4,2,0,0
312,4,2,0,0
316,4,2,0,0
320,4,2,0,0
324,4,0,0,0
328,4,0,0,0
332,4,0,0,0
336,4,0,0,0
340,4,0,0,0
344,5,2,0,0
348,3,0,0,0
352,4,0,0,0
356,4,0,0,0
360,4,0,0,0
364,4,0,0,0
368,4,0,0,0
372,4,0,0,0
376,5,0,0,0
380,6,0,0,0
384,6,0,0,0
388,6,0,0,0
392,6,0,0,0
396,6,2,0,0
400,6,0,0,0
404,6,2,0,0
408,6,0,0,0
412,4,0,0,0
416,6,0,0,0
420,6,0,0,0
424,6,0,0,0
